Campaign_ID,Campaign_Channel,Target_Segment,Ad_Spend,Impressions,Clicks,Conversion_Rate,Average_Order_Value,Campaign_Duration_Days,Email_Open_Rate,Monthly_Revenue_Generated
CMP0289,Social Media,Small Business,410195.02,1213432,35603,2.73,5926.07,15,25.87,1551306.64
CMP0290,Email,Price Sensitive,436088.65,847273,27940,5.4,2041.86,41,41.07,1765266.39
CMP0291,Email,High Value,80218.66,141698,6183,6.91,7163.19,90,64.97,1739441.65
CMP0292,Search,Price Sensitive,124435.08,533272,18236,2.73,1740.92,65,30.96,666734.06
CMP0293,Search,New Customers,205745.1,570123,14251,5.33,3007.0,40,18.99,1315698.78
CMP0294,Email,Price Sensitive,82535.97,144516,6632,6.11,1573.59,76,51.07,1335434.66
CMP0295,Search,New Customers,71785.1,166109,6989,4.03,4064.75,14,41.39,1025026.19
CMP0296,Affiliate,New Customers,224966.27,424631,11363,4.86,4080.49,22,18.67,1433800.84
CMP0297,Email,Small Business,120701.0,143219,5344,6.54,5350.13,59,40.58,1344360.16
CMP0298,Email,Small Business,252454.14,367759,17335,6.5,5017.77,75,45.87,1736380.96
CMP0299,Search,High Value,233100.46,698565,21170,6.15,9345.33,64,45.4,1730295.93
CMP0300,Social Media,New Customers,296492.93,1493085,17144,2.32,3948.55,89,16.01,1342141.88
CMP0301,Email,Existing Customers,341539.89,368656,17766,8.15,4859.92,28,54.95,1704937.66
CMP0302,Search,New Customers,106282.88,382433,13110,5.42,2330.6,84,24.22,1296220.84
CMP0303,Social Media,New Customers,105203.54,424063,5833,0.68,2401.92,90,15.54,1048965.31
CMP0304,Email,Existing Customers,384805.25,510611,16464,7.01,2928.85,49,50.6,1916704.35
CMP0305,Social Media,High Value,204057.8,690718,17858,4.28,9082.66,65,46.44,2007577.22
CMP0306,Affiliate,Existing Customers,305245.41,517768,12074,6.79,2660.77,7,45.79,1677179.86
CMP0307,Email,Price Sensitive,144190.78,243073,10464,6.45,1272.95,12,33.58,1166170.55
CMP0308,Display,Price Sensitive,248853.14,722149,7291,0.5,1467.77,30,28.75,923770.69
CMP0309,Display,New Customers,226130.21,927037,3705,2.18,2446.39,52,19.76,994069.31
CMP0310,Email,Existing Customers,49747.25,89239,4246,7.64,4048.88,83,55.56,1718291.14
CMP0311,Affiliate,Existing Customers,354131.16,718661,28086,5.5,3829.42,70,38.21,1768488.28
CMP0312,Social Media,Existing Customers,315791.74,936623,40002,5.61,2519.03,46,21.52,1688705.57
CMP0313,Affiliate,New Customers,29219.66,51279,1137,6.56,3072.41,48,31.48,779818.58
CMP0314,Email,Small Business,134815.24,219684,8903,6.72,7028.29,26,53.37,1642468.8
CMP0315,Social Media,High Value,69379.41,250673,4508,5.73,6735.97,52,52.58,1403727.16
CMP0316,Social Media,Small Business,104935.97,378220,6661,2.16,5051.99,89,25.34,1365399.35
CMP0317,Social Media,Price Sensitive,223599.74,888080,16749,1.14,1451.33,31,21.79,943010.69
CMP0318,Email,Price Sensitive,280640.54,559984,25049,5.96,1686.42,74,47.5,1152422.22
CMP0319,Social Media,Price Sensitive,275974.84,963392,18037,1.33,1707.68,54,18.2,795112.02
CMP0320,Display,New Customers,359800.35,1252210,5435,0.89,2750.32,37,11.71,807329.65
CMP0321,Social Media,Small Business,146063.85,495910,8355,2.12,4405.61,77,24.82,1101691.63
CMP0322,Affiliate,Existing Customers,432489.2,708616,32656,6.65,2898.15,36,45.04,1740270.61
CMP0323,Search,New Customers,373347.87,1177929,37504,3.72,3159.9,79,33.32,1712285.09
CMP0324,Email,Existing Customers,172373.67,244346,10214,8.82,4756.1,71,55.41,1676178.92
CMP0325,Email,Price Sensitive,322621.45,364232,12056,4.95,1753.69,24,37.0,720580.0
CMP0326,Display,New Customers,163590.77,709262,2750,2.62,2924.05,52,28.19,1435603.68
CMP0327,Affiliate,Existing Customers,240633.3,524056,17328,5.55,4116.35,19,35.16,1583783.75
CMP0328,Social Media,Existing Customers,379814.06,1169547,33760,4.77,4113.38,30,32.25,1657488.09
CMP0329,Display,High Value,170872.68,456454,3960,3.79,5757.97,69,39.49,966880.58
CMP0330,Search,High Value,219843.4,395891,11993,8.15,8781.43,44,45.74,2098962.91
CMP0331,Social Media,Price Sensitive,405060.41,2000000,28342,1.84,1383.09,67,25.16,1630883.32
CMP0332,Email,Small Business,288927.83,547956,22154,5.53,4883.99,86,50.79,1860941.38
CMP0333,Email,High Value,208082.58,208678,8711,7.77,7327.67,18,54.33,1614804.18
CMP0334,Search,Existing Customers,228377.81,491480,18012,5.66,3550.99,71,25.95,1865682.93
CMP0335,Email,Price Sensitive,147174.54,277565,12030,5.47,2020.28,82,52.42,1306658.72
CMP0336,Display,High Value,194575.83,813962,8120,3.52,7604.23,32,51.62,1193463.5
CMP0337,Social Media,Existing Customers,44453.64,152661,2940,2.89,3238.77,67,31.64,932366.19
CMP0338,Search,Price Sensitive,332093.61,904165,18892,5.61,2083.19,53,24.93,1697004.8
CMP0339,Email,Price Sensitive,409258.2,740369,35159,5.91,1895.93,89,37.01,1738649.49
CMP0340,Social Media,New Customers,208190.56,783200,10889,0.5,3485.11,43,23.08,1008897.01
CMP0341,Social Media,High Value,29873.88,85244,1591,2.75,9674.8,25,37.09,1144338.48
CMP0342,Social Media,Price Sensitive,282858.63,1130785,21465,1.68,2240.04,67,25.55,1064915.32
CMP0343,Search,Price Sensitive,149116.47,333629,9654,5.97,1684.6,16,28.03,1235693.12
CMP0344,Search,High Value,166077.4,329836,14062,7.92,8527.91,48,37.57,1969893.44
CMP0345,Display,Existing Customers,241433.03,619355,6872,3.57,2480.25,68,32.25,1240939.77
CMP0346,Search,High Value,367783.71,1143512,40980,6.84,5842.98,88,46.71,2259124.01
CMP0347,Email,High Value,176459.43,210378,9374,9.99,6870.33,21,51.98,1682022.37
CMP0348,Social Media,Small Business,107992.88,268576,3312,2.95,5415.84,15,32.01,1417922.34
CMP0349,Search,Existing Customers,318620.08,755351,27046,6.19,4002.47,25,35.05,1620760.63
CMP0350,Email,Existing Customers,165418.89,267294,14471,6.06,4649.17,55,45.68,1744013.4
CMP0351,Display,High Value,428509.16,1211653,10649,2.55,5771.86,32,31.16,1647977.68
CMP0352,Display,High Value,232085.01,487094,3316,3.08,5321.54,40,37.09,1147817.78
CMP0353,Social Media,Small Business,394316.8,1727579,33763,0.5,4012.34,69,28.18,1555838.22
CMP0354,Search,Existing Customers,391893.0,765301,39179,6.45,3942.7,10,17.98,1900813.16
CMP0355,Search,High Value,352475.96,1004908,29089,7.29,8758.56,67,25.43,2464496.83
CMP0356,Display,High Value,85895.71,307236,2916,1.99,7835.7,55,48.35,1471816.18
CMP0357,Social Media,New Customers,289706.76,798707,14850,0.9,3024.41,46,19.46,1274982.71
CMP0358,Email,Existing Customers,234215.9,414912,17245,8.17,3381.68,50,44.89,1535004.72
CMP0359,Display,Small Business,317929.23,1246873,5545,0.87,8298.9,12,18.52,1093301.07
CMP0360,Affiliate,Existing Customers,140071.01,304480,8097,5.69,4161.96,49,35.55,1438863.86
CMP0361,Display,New Customers,102630.49,426180,1794,0.5,2399.08,84,20.59,564412.46
CMP0362,Affiliate,New Customers,395973.7,1066569,23675,5.25,2002.26,24,23.8,1318965.12
CMP0363,Search,New Customers,274919.18,510843,18784,5.95,3472.95,7,24.94,1230744.03
CMP0364,Social Media,New Customers,144679.41,489692,5735,3.03,2293.94,16,27.56,689125.22
CMP0365,Search,Price Sensitive,61479.16,269033,14544,4.59,1867.7,63,22.36,656054.64
CMP0366,Social Media,New Customers,243362.84,900078,13516,0.87,2956.6,64,19.61,855937.75
CMP0367,Search,New Customers,127968.08,226798,8705,5.74,4362.66,19,28.06,1477650.34
CMP0368,Search,New Customers,265171.22,647473,34327,4.84,2587.1,13,14.54,1019939.56
CMP0369,Social Media,Price Sensitive,124982.83,535814,11558,2.08,1759.44,81,19.22,1110080.75
CMP0370,Email,Price Sensitive,250524.5,488971,24341,6.1,2602.34,67,33.6,1894839.96
CMP0371,Search,New Customers,333122.94,1055593,34212,7.12,2835.77,62,19.02,1929856.78
CMP0372,Search,New Customers,468146.04,984830,23593,3.58,1692.04,19,27.82,1468399.81
CMP0373,Display,High Value,294756.66,886676,7660,5.31,6399.08,76,34.33,1443495.0
CMP0374,Search,Small Business,250554.54,573015,20295,6.01,5933.41,16,31.38,1788470.86
CMP0375,Search,High Value,315505.1,620370,23121,6.4,9019.33,52,50.55,2293886.03
CMP0376,Social Media,Price Sensitive,146707.45,591099,10646,0.5,1572.65,60,19.98,508512.19
CMP0377,Email,Existing Customers,290105.45,373503,22912,7.64,4306.61,22,40.9,1498708.08
CMP0378,Social Media,High Value,186188.87,488037,8047,4.76,5888.47,35,30.85,1605008.5
CMP0379,Email,New Customers,187589.41,279144,14183,6.59,2538.56,52,42.1,1389458.38
CMP0380,Display,Existing Customers,314244.55,704183,7944,3.87,4622.57,28,32.4,1220062.76
CMP0381,Search,New Customers,428785.0,1332769,43073,4.22,2943.96,75,15.79,1925137.66
CMP0382,Email,New Customers,113745.69,204854,8186,5.75,3152.41,35,30.71,1562169.48
CMP0383,Email,New Customers,318819.58,701233,33487,4.49,3490.9,55,34.45,1720706.05
CMP0384,Search,New Customers,214722.17,707358,27031,5.36,2894.87,78,24.53,1587506.4
CMP0385,Email,High Value,458122.86,444402,20424,11.58,6033.23,41,50.17,2396196.15
CMP0386,Social Media,Small Business,149394.66,450721,7207,3.47,8218.21,42,41.38,1144359.46
CMP0387,Search,Existing Customers,150681.68,274259,12507,6.82,4104.52,38,32.16,1590689.23
CMP0388,Social Media,New Customers,217179.16,980098,17371,2.65,2234.77,17,23.29,1057405.67
CMP0389,Search,Price Sensitive,279719.34,671077,22554,4.84,1880.55,59,27.47,1202013.19
CMP0390,Search,Existing Customers,300660.95,1058276,31673,6.23,3978.27,17,34.99,1599296.41
CMP0391,Email,New Customers,181946.67,320470,20244,7.68,3494.6,65,31.96,1674638.49
CMP0392,Affiliate,Price Sensitive,131831.36,451896,12224,3.46,1653.83,53,23.42,1026009.9
CMP0393,Search,New Customers,334798.81,944484,20365,5.0,1766.93,30,22.36,1875414.32
CMP0394,Display,New Customers,463899.14,1739465,10731,0.79,2754.59,67,25.13,1154690.6
CMP0395,Search,Small Business,190408.2,596092,19478,6.43,5096.56,75,33.6,1944389.64
CMP0396,Display,New Customers,96289.25,279720,1340,0.81,1658.5,17,31.72,312919.71
CMP0397,Search,Small Business,230237.89,664648,18678,4.74,5403.5,57,26.98,2093368.57
CMP0398,Search,Small Business,160031.96,425321,11323,6.59,5138.53,59,28.98,1755630.78
CMP0399,Social Media,Small Business,182877.2,703929,10259,5.02,2684.19,83,31.83,1177530.34
CMP0400,Display,New Customers,307374.73,1081093,7516,1.99,2695.57,29,12.81,775423.84
CMP0401,Display,Existing Customers,437772.33,1210701,10666,1.11,2122.17,41,36.17,1508846.48
CMP0402,Affiliate,Existing Customers,157167.58,266058,5856,5.03,3382.32,76,43.02,1407663.32
CMP0403,Social Media,Price Sensitive,232424.42,1019714,27331,2.96,1448.38,82,21.28,1435368.51
CMP0404,Email,Price Sensitive,140996.73,235209,10916,6.84,1869.94,64,41.74,1027539.31
CMP0405,Email,New Customers,259051.66,356993,23382,4.3,2364.74,33,23.84,1435531.32
CMP0406,Affiliate,Existing Customers,235989.85,621997,21664,6.12,5978.17,73,38.97,1804461.63
CMP0407,Search,New Customers,148938.77,418854,10806,4.13,2379.57,73,28.47,1500075.76
CMP0408,Search,Price Sensitive,307522.81,933629,25377,1.18,1689.25,84,27.0,1252551.13
CMP0409,Email,High Value,327900.02,553661,25506,10.57,9979.21,35,43.11,2210012.37
CMP0410,Display,New Customers,154334.71,699625,3721,0.5,1856.91,26,20.41,589473.53
CMP0411,Social Media,Existing Customers,263457.01,1131674,42344,5.78,4441.6,83,31.0,1518379.83
CMP0412,Affiliate,Existing Customers,287317.16,663637,15960,6.48,4169.38,45,49.38,1487123.38
CMP0413,Affiliate,Existing Customers,94052.33,277263,8147,6.76,4208.38,10,43.34,1202808.17
CMP0414,Email,Small Business,256235.28,434105,21354,6.14,4992.8,52,40.9,2002201.73
CMP0415,Search,Existing Customers,334025.62,890928,47122,7.54,3610.82,42,44.17,1892482.3
CMP0416,Affiliate,Existing Customers,171570.36,221855,7089,7.87,3331.05,13,29.44,1326205.72
CMP0417,Affiliate,Existing Customers,227013.8,562744,15702,4.73,3968.36,49,35.2,1318345.6
CMP0418,Email,Small Business,359544.09,558360,25812,5.09,5837.2,74,57.52,1779610.86
CMP0419,Social Media,Price Sensitive,333891.65,1134563,19979,1.84,1228.8,64,23.94,884111.02
CMP0420,Display,High Value,153610.83,345983,2452,2.61,10000.0,48,42.82,1407531.66
CMP0421,Email,High Value,391725.52,656853,20498,8.49,7182.56,69,59.02,2212153.71
CMP0422,Search,High Value,248331.02,464449,17880,9.17,8994.24,46,43.03,1911742.79
CMP0423,Display,New Customers,174197.34,690523,3124,1.15,2395.55,25,11.56,719986.52
CMP0424,Affiliate,Existing Customers,373840.05,766814,26865,5.51,4390.94,52,31.34,1682582.1
CMP0425,Affiliate,Price Sensitive,375845.68,827257,23426,0.84,1584.96,25,30.17,1505127.97
CMP0426,Social Media,New Customers,98622.55,409896,4969,2.83,2178.15,21,19.18,1002802.44
CMP0427,Affiliate,Price Sensitive,361649.65,1093073,28832,3.58,1662.45,90,15.02,1423617.82
CMP0428,Search,New Customers,184263.15,569809,16135,5.85,2600.68,31,27.14,1297553.42
CMP0429,Affiliate,New Customers,328644.87,881017,13325,5.23,1708.44,32,15.35,948885.34
CMP0430,Affiliate,High Value,79311.32,144277,4992,8.23,9222.5,69,44.78,1608280.4
CMP0431,Display,Small Business,348840.49,1343013,5276,0.5,6446.19,54,11.92,1177855.88
CMP0432,Display,Existing Customers,406149.45,933790,7612,3.61,3637.41,9,36.59,1774486.53
CMP0433,Search,Price Sensitive,414649.99,959476,40492,3.76,2545.67,20,28.92,1968458.98
CMP0434,Email,Price Sensitive,304587.84,604920,31918,6.27,1387.97,29,39.99,1701497.98
CMP0435,Email,New Customers,278016.2,499093,22056,6.47,2730.88,74,31.5,1153424.23
CMP0436,Affiliate,Small Business,150555.85,252872,5029,5.33,5277.26,55,36.26,1659854.98
CMP0437,Social Media,High Value,55107.51,203010,4214,4.64,7934.08,43,41.36,1429397.65
CMP0438,Social Media,Price Sensitive,247611.93,1185918,24230,0.75,1542.72,15,29.34,704181.86
CMP0439,Email,Existing Customers,61384.47,105570,3539,8.8,3500.21,76,46.63,1564399.58
CMP0440,Email,New Customers,363543.99,517456,17932,5.97,2177.76,85,33.47,1617140.66
CMP0441,Email,Small Business,254044.25,382197,15169,7.1,5744.14,56,42.41,1750246.27
CMP0442,Search,New Customers,161200.86,321837,11728,6.51,3001.26,12,19.47,1304472.07
CMP0443,Display,New Customers,173418.8,587145,2553,0.69,5313.15,50,10.9,1089036.78
CMP0444,Display,Price Sensitive,419623.72,1179847,7954,3.24,1884.08,7,19.28,1207235.98
CMP0445,Affiliate,New Customers,164730.17,382228,7102,6.45,3056.29,32,29.09,1148913.51
CMP0446,Display,Small Business,61308.03,245304,1339,2.71,6993.47,76,32.82,1244016.38
CMP0447,Social Media,Existing Customers,54161.92,154799,3147,3.51,3438.89,56,36.26,1081016.29
CMP0448,Affiliate,Existing Customers,373229.36,899688,20258,5.12,4645.52,85,23.08,1703470.21
CMP0449,Social Media,New Customers,120851.38,480477,8288,1.35,3944.09,84,25.55,1251361.43
CMP0450,Search,Small Business,147019.61,350740,9952,5.17,5440.22,52,28.06,1393474.69
CMP0451,Affiliate,New Customers,99537.26,268627,5420,3.09,2703.91,89,26.69,1090973.71
CMP0452,Social Media,High Value,177759.44,668407,20003,6.04,6413.12,79,30.99,1520061.87
CMP0453,Social Media,Existing Customers,451808.55,1085826,32455,4.72,3094.98,18,38.31,1579826.81
CMP0454,Social Media,Price Sensitive,414462.67,1275596,27374,2.12,1284.33,57,36.86,1382750.51
CMP0455,Search,Existing Customers,195412.01,384820,14753,5.6,3020.3,24,23.35,1204782.22
CMP0456,Social Media,Existing Customers,30614.21,91135,1661,3.12,3496.37,50,36.39,998174.68
CMP0457,Display,Existing Customers,59768.09,210339,1824,2.83,3922.89,63,43.07,612783.3
CMP0458,Social Media,New Customers,381188.08,1489584,22691,0.75,2660.72,72,18.71,1304116.14
CMP0459,Affiliate,Existing Customers,46846.46,112218,2359,5.2,3442.97,32,37.95,1363077.38
CMP0460,Display,High Value,39910.9,152933,1025,1.57,6458.83,88,41.43,796782.58
CMP0461,Social Media,Price Sensitive,101948.65,345871,6102,0.5,2174.3,23,18.8,1092984.89
CMP0462,Search,Existing Customers,439530.09,969273,27081,8.8,4727.09,21,41.36,1886678.74
CMP0463,Affiliate,Existing Customers,89998.93,165368,7962,5.33,5314.17,84,39.95,1361200.88
CMP0464,Social Media,Price Sensitive,270990.26,1108945,21277,0.74,1108.43,85,30.04,947089.07
CMP0465,Email,High Value,368913.26,593934,26504,8.64,6142.86,52,49.89,2051019.01
CMP0466,Email,High Value,374550.74,421768,25162,6.04,6259.25,18,48.65,1939704.38
CMP0467,Affiliate,New Customers,24437.01,51971,1403,3.79,2017.76,21,21.58,937083.26
CMP0468,Search,High Value,394333.91,790681,28821,7.19,5716.31,28,51.11,2190740.63
CMP0469,Display,Existing Customers,408127.51,1130150,11906,4.27,2968.0,20,41.08,1604383.94
CMP0470,Display,Existing Customers,335419.29,1320968,11667,1.72,3185.81,77,34.38,1595893.09
CMP0471,Social Media,Price Sensitive,243933.84,1036614,30208,1.38,1354.85,70,25.42,1293302.39
CMP0472,Search,High Value,90254.68,183331,5146,7.52,10000.0,48,49.65,1907580.46
CMP0473,Social Media,High Value,186951.71,548183,9975,4.93,6018.76,38,43.74,1293747.04
CMP0474,Search,Small Business,282724.11,867563,28293,6.87,5266.79,23,37.48,1803317.35
CMP0475,Social Media,Price Sensitive,450287.39,2000000,40717,0.61,1443.23,53,18.26,1608533.54
CMP0476,Social Media,Existing Customers,417588.33,1329128,38284,4.56,2111.97,30,32.63,1728230.29
CMP0477,Affiliate,Existing Customers,154348.0,278411,6883,7.94,3956.31,33,45.4,1818662.42
CMP0478,Email,High Value,334228.94,584566,31444,9.53,6420.33,75,44.88,2504140.54
CMP0479,Display,High Value,56780.26,179823,1219,5.68,6473.75,41,25.7,1375183.87
CMP0480,Display,Small Business,234584.19,770900,4436,2.3,5174.91,74,34.74,1295961.53
CMP0481,Affiliate,Existing Customers,392529.8,1008348,32284,6.99,3061.7,20,34.56,1507468.57
CMP0482,Display,Small Business,207025.6,721911,2940,0.92,4626.21,57,30.51,1577338.36
CMP0483,Search,High Value,36404.34,61552,2554,6.83,8426.28,65,43.09,1468886.91
CMP0484,Affiliate,New Customers,116168.2,331668,7890,4.05,4416.58,67,28.58,878727.49
CMP0485,Social Media,New Customers,304240.64,840388,14271,3.44,2436.55,22,14.19,1047681.98
CMP0486,Email,Small Business,117498.74,189089,9841,7.84,4935.67,79,38.2,1485426.01
CMP0487,Search,High Value,425859.52,1087015,37821,8.2,9121.36,16,38.77,2518984.01
CMP0488,Display,Price Sensitive,374957.57,1460616,9670,3.69,1483.07,67,20.53,1304865.67
CMP0489,Social Media,New Customers,281788.49,757166,14988,2.26,2636.92,12,23.54,1147376.16
CMP0490,Email,Price Sensitive,224421.28,440925,17081,4.52,1478.11,58,52.14,1445189.93
CMP0491,Search,Price Sensitive,205908.11,554448,18945,6.26,2396.27,34,24.31,1391199.4
CMP0492,Search,Small Business,274330.43,541164,14415,6.16,3924.01,30,31.55,1347396.86
CMP0493,Search,Small Business,383507.78,811209,31369,5.25,4426.48,21,26.94,1500081.21
CMP0494,Email,Small Business,97010.5,141803,4698,7.91,5161.14,73,38.73,1846510.93
CMP0495,Display,New Customers,171216.2,614950,2405,2.71,4823.48,71,25.25,1231138.25
CMP0496,Display,High Value,174882.42,493383,4314,4.57,5733.81,15,48.85,983839.68
CMP0497,Email,High Value,129832.24,229887,12755,8.15,7217.09,50,48.78,1599392.1
CMP0498,Social Media,New Customers,44269.05,212306,2671,0.5,1830.16,73,18.55,739675.54
CMP0499,Search,New Customers,219810.39,538671,18958,2.56,2039.72,11,25.72,1222864.61
CMP0500,Email,Existing Customers,311853.62,357348,23251,8.29,4037.12,34,58.01,1660192.0
CMP0501,Social Media,Existing Customers,419907.38,1152249,26826,4.9,5064.23,14,28.49,1449984.65
CMP0502,Search,Price Sensitive,215636.81,522754,13957,3.94,2574.5,41,19.62,1403621.42
CMP0503,Social Media,High Value,189201.54,627328,12218,5.0,6067.99,39,43.17,1800904.65
CMP0504,Display,Small Business,241050.29,804034,5716,3.2,4099.1,17,25.44,1002858.34
CMP0505,Search,New Customers,45762.38,87706,2744,5.89,2845.19,7,26.49,639947.29
CMP0506,Search,High Value,281203.16,792906,24708,8.4,10000.0,46,41.94,1876712.58
CMP0507,Social Media,Small Business,159917.44,382724,7516,1.59,5732.04,24,26.87,1060851.54
CMP0508,Email,High Value,278872.59,414849,19302,8.55,8586.01,22,59.35,2515806.72
CMP0509,Email,New Customers,157821.76,246119,12386,6.02,2643.43,54,30.97,933474.73
CMP0510,Search,Price Sensitive,216902.7,548161,23170,4.49,1634.61,57,22.86,1359971.22
CMP0511,Social Media,New Customers,346877.09,1234645,13760,1.8,3353.24,14,14.25,1205161.44
CMP0512,Social Media,High Value,246779.92,617051,10856,5.73,8337.5,33,38.62,1785666.6
CMP0513,Display,Existing Customers,339358.43,1233264,16280,3.26,2956.57,78,29.18,1572581.35
CMP0514,Email,New Customers,67488.08,128251,7729,7.56,2815.79,39,31.37,1082692.62
CMP0515,Email,Price Sensitive,222242.87,448941,12797,6.56,1700.05,74,41.34,1103383.25
CMP0516,Social Media,High Value,205861.71,814139,16288,3.33,8313.17,9,43.17,1520656.46
CMP0517,Affiliate,High Value,18645.79,29991,742,6.64,8369.37,29,50.43,1416991.78
CMP0518,Search,New Customers,354955.08,908057,33250,4.02,5783.2,41,35.42,1489362.86
CMP0519,Affiliate,Existing Customers,162549.88,363811,12778,7.02,4272.26,22,40.36,931193.5
CMP0520,Affiliate,Existing Customers,125398.59,228722,6357,5.6,3533.61,16,40.4,1568209.94
CMP0521,Display,Small Business,138231.21,501619,2419,1.51,4417.48,21,21.11,965426.67
CMP0522,Email,Price Sensitive,338616.17,528744,21968,5.6,1505.22,39,44.82,1111071.78
CMP0523,Email,New Customers,236663.58,294843,10237,6.48,3631.36,25,39.93,1607947.74
CMP0524,Search,Existing Customers,381936.49,856600,28666,6.07,4123.43,48,46.28,2033869.02
CMP0525,Affiliate,Price Sensitive,31650.99,64951,2308,3.07,1972.92,22,25.57,957339.86
CMP0526,Social Media,New Customers,182512.91,520272,7073,2.09,2957.36,16,19.13,881620.56
CMP0527,Affiliate,Small Business,251760.14,429042,15795,5.67,4284.99,57,28.56,1454208.89
CMP0528,Display,High Value,101456.8,321582,3540,4.76,10000.0,64,35.75,1704150.29
CMP0529,Search,High Value,147091.05,312391,10577,9.05,10000.0,83,39.63,2358888.72
CMP0530,Email,New Customers,137269.41,317619,11583,4.58,4535.5,75,29.57,1354793.69
CMP0531,Email,Existing Customers,236214.76,287524,15487,9.88,4064.43,13,46.67,1653573.83
CMP0532,Social Media,Existing Customers,184753.53,614849,11788,5.73,4057.44,30,44.21,1141332.54
CMP0533,Affiliate,Existing Customers,77997.13,106098,2958,5.28,3329.49,36,29.14,1062098.95
CMP0534,Display,New Customers,356675.47,1662152,5987,2.0,3285.26,90,21.24,1291576.87
CMP0535,Social Media,New Customers,241924.97,910085,10489,2.61,2030.35,62,27.11,1539080.04
CMP0536,Email,Existing Customers,270693.05,361981,17135,8.55,2269.75,32,45.16,1819727.6
CMP0537,Search,Price Sensitive,108323.67,238860,9438,5.8,2290.07,34,35.2,1261814.79
CMP0538,Email,Existing Customers,331620.93,640100,25776,6.11,3562.1,88,49.05,1915105.93
CMP0539,Social Media,Existing Customers,312590.71,1267879,33866,4.31,2907.11,69,35.58,1591161.81
CMP0540,Social Media,New Customers,237513.26,1049053,17636,0.97,1999.03,87,9.67,1159509.37
CMP0541,Display,High Value,433024.1,1454645,8898,1.73,3936.87,31,44.83,1311387.7
CMP0542,Email,Existing Customers,373384.25,788341,30714,9.3,5274.47,80,51.59,1987383.46
CMP0543,Search,Existing Customers,93497.52,176299,7617,5.73,3582.23,20,36.93,1498946.49
CMP0544,Social Media,New Customers,226577.64,776330,9088,3.06,3646.84,23,17.57,1257232.7
CMP0545,Affiliate,New Customers,55799.45,134649,3752,3.52,2374.04,46,31.94,907470.48
CMP0546,Social Media,Price Sensitive,127689.47,370891,9753,1.83,2500.57,46,35.57,1065148.47
CMP0547,Affiliate,Small Business,98623.9,195056,5332,5.8,6267.01,80,41.13,1601639.18
CMP0548,Display,Small Business,176854.84,543594,3370,1.72,3491.76,24,29.7,1405087.48
CMP0549,Display,New Customers,343549.39,1233471,5672,2.74,2399.82,89,19.97,1429907.17
CMP0550,Email,Price Sensitive,74291.76,112618,5105,7.62,1740.17,76,36.22,1191925.33
CMP0551,Display,Small Business,201350.33,874735,3537,3.08,3492.13,80,25.3,1130639.27
CMP0552,Display,Existing Customers,158675.47,502520,4099,3.47,4194.82,28,31.03,867859.27
CMP0553,Search,Small Business,162597.72,688865,17992,6.86,5580.85,90,29.03,1881638.75
CMP0554,Social Media,High Value,102431.39,270041,6019,4.33,9872.6,54,30.51,1310502.67
CMP0555,Search,Price Sensitive,221330.64,590229,11616,2.46,1744.79,17,25.03,1185046.63
CMP0556,Search,New Customers,399086.45,1105574,25839,5.22,3130.06,84,27.31,1309431.84
CMP0557,Search,New Customers,260851.21,734710,26643,6.02,2580.51,90,17.42,1621670.43
CMP0558,Display,Existing Customers,393372.13,1442338,14031,1.6,2072.65,89,35.54,1597096.87
CMP0559,Affiliate,Price Sensitive,312247.34,858928,20157,5.28,1193.46,43,29.0,1866343.28
CMP0560,Search,High Value,295736.91,491888,18104,7.96,8034.21,9,33.85,1954951.64
CMP0561,Social Media,Small Business,367123.94,957931,13242,2.79,4668.68,37,33.73,1600520.22
CMP0562,Search,Existing Customers,165605.46,327258,7788,6.19,5278.88,36,31.89,1421247.78
CMP0563,Affiliate,High Value,280303.67,601975,16728,5.76,9059.01,60,51.56,2244124.56
CMP0564,Social Media,Price Sensitive,484009.33,1805092,33420,4.17,1421.35,63,30.05,1183124.41
CMP0565,Email,New Customers,101521.46,176396,6454,6.84,2660.2,25,28.91,1314515.47
CMP0566,Email,High Value,274950.04,345629,13111,8.27,6342.29,30,53.16,1606917.34
CMP0567,Affiliate,Existing Customers,226144.8,496641,15775,6.01,3494.92,42,30.18,1309500.33
CMP0568,Search,New Customers,461624.32,1569619,37391,1.74,2367.27,51,27.5,1693102.71
CMP0569,Display,New Customers,78343.86,494668,2126,0.5,2390.28,77,15.68,1022371.41
CMP0570,Email,High Value,127569.82,206499,13415,10.36,10000.0,13,58.21,2330158.3
CMP0571,Affiliate,Price Sensitive,341880.05,908486,23419,5.2,2697.89,73,22.99,1200368.63
CMP0572,Social Media,New Customers,125551.58,381424,6696,2.07,2516.19,10,19.99,876204.26
CMP0573,Display,Price Sensitive,85149.31,357017,4824,2.96,1167.11,60,37.36,1024086.17
CMP0574,Social Media,Price Sensitive,145565.92,447597,5992,1.9,1998.45,12,25.74,627045.62
CMP0575,Affiliate,New Customers,99943.98,270554,6916,4.05,2903.43,85,22.07,1302142.11
CMP0576,Affiliate,New Customers,157655.31,336933,7931,3.79,3619.62,22,23.98,936211.17
CMP0577,Social Media,New Customers,40166.23,203139,2923,3.88,2339.8,66,23.28,785609.41
CMP0578,Affiliate,New Customers,274470.1,769899,18075,4.73,3088.44,88,12.18,1495197.35
CMP0579,Social Media,Small Business,252552.58,975727,17206,2.25,4709.17,60,28.82,1137432.63
